1.000000000000000000e+00,6.036040970586624699e-01,7.855435413407183542e-01,4.540531290143861448e-02,5.037955666116766817e-02,5.522590985873708502e-02,4.622642207110182894e-02,1.721925716683655322e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,6.098208906172974952e-01,7.192295247860229779e-01,7.252364138112658842e-02,4.099294465797211767e-02,1.034813678430267364e-01,4.845803839261432489e-02,1.531448293923735535e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,6.144218655858026956e-01,6.380879493061303309e-01,8.211707637542536853e-02,9.587318197483940541e-02,1.213040677113620125e-01,5.208868087345059489e-02,1.052904375879243522e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,6.177356630333570298e-01,5.737242242427723626e-01,1.265110115359425191e-01,1.016097356547575464e-01,1.169186730765989085e-01,7.539120616608088743e-02,5.845149323847933717e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,6.274579613299008374e-01,4.674311182959438593e-01,9.770192578226132019e-02,1.786084224343779392e-01,1.745775377269154216e-01,7.789457948664992026e-02,3.786416273851532076e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,6.390973325299884600e-01,4.150749392117831782e-01,8.889832037294133349e-02,2.066593400886115039e-01,1.458937955655707774e-01,1.405189578543779294e-01,2.954646906715345609e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,6.559401873254094850e-01,3.134992488368364971e-01,9.447031993791847604e-02,2.110501310853007961e-01,2.116461132124740074e-01,1.672784622114846520e-01,2.055724715985536143e-03,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,6.784247138084023021e-01,2.286876498354496190e-01,8.471119933010083647e-02,3.336782889640490524e-01,2.241638649287832352e-01,1.269860879903060014e-01,1.772908951311319556e-03,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,7.170400394369282893e-01,1.629854463011127519e-01,7.000826141604611641e-02,2.960043173382421733e-01,2.569622452783296707e-01,2.132021348792322024e-01,8.375947870370451182e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,7.709097880265103342e-01,8.140889174569648779e-02,1.232777177502952792e-01,3.293549502582147626e-01,2.042213031318595995e-01,2.611641821414575348e-01,5.729549724764794200e-04,0.000000000000000000e+00,0.000000000000000000e+00
