1.000000000000000000e+00,5.572454927477293873e-01,1.175752995023345571e-01,6.816737702044235736e-02,1.259675797581981394e-01,1.144672971250539628e-01,1.309242762975968422e-01,7.125150271675462221e-02,1.885906737181679560e-01,1.830559938614517157e-01
2.000000000000000000e+00,5.647553205910261775e-01,1.386270806568390968e-01,9.283115424654524162e-02,1.377162831837406010e-01,5.631951937521256779e-02,1.822966921148869435e-01,1.199523854804294826e-01,2.182107947180008112e-01,5.404609022434534588e-02
3.000000000000000000e+00,5.684695675748949739e-01,1.428707419252414068e-01,1.202142827058515356e-01,1.471709845602406919e-01,4.798276103596241238e-02,1.694726137493174911e-01,8.214656944113229997e-02,2.291881694727923857e-01,6.095387710946184590e-02
4.000000000000000000e+00,5.800460891961501941e-01,2.025042034624097709e-01,1.607244700087280542e-01,1.572754942184741711e-01,2.433788673077207435e-02,1.367939550652662040e-01,9.101369306061531106e-02,1.555032580579633894e-01,7.184703939577111176e-02
5.000000000000000000e+00,5.933306222041480060e-01,1.319943756432118698e-01,1.381726850139775031e-01,1.666180686296337976e-01,4.648577916217083716e-02,1.762217427107887757e-01,1.098690107624424039e-01,1.852987806840127594e-01,4.533955739376209493e-02
6.000000000000000000e+00,6.100854005693371329e-01,1.719276633466765014e-01,8.790408924456556694e-02,2.526664383946544690e-01,5.607785353312185611e-02,1.439865559590602084e-01,9.060562915021826147e-02,1.643820232176501639e-01,3.244974715405287563e-02
7.000000000000000000e+00,6.380371424698386695e-01,1.346053219259908396e-01,8.712334837327431747e-02,2.022270112175464929e-01,3.991759084644071198e-02,1.916598611300799615e-01,1.236206662854594379e-01,1.888886879857318013e-01,3.195751223547656922e-02
8.000000000000000000e+00,6.732818218788125808e-01,1.512927085276384032e-01,8.995160968036203242e-02,2.368162985063753945e-01,2.669987478183703106e-02,1.894452751993129791e-01,1.189991102230971293e-01,1.527884326121219938e-01,3.400669046925515471e-02
9.000000000000000000e+00,7.275857394604853257e-01,1.368249137878484178e-01,3.869438838631710648e-02,2.311332219198531934e-01,8.894984331447332304e-02,1.621212559755972060e-01,5.832310026507221690e-02,1.950760142373972050e-01,8.887726211344132432e-02
1.000000000000000000e+01,8.038769147349871247e-01,1.785257864379367621e-01,2.280199448599709924e-02,2.170488746798893698e-01,8.186578944548597581e-02,1.053844533339700212e-01,3.161448607203875411e-02,2.684812505633364377e-01,9.427736498134559051e-02
