1.000000000000000000e+00,5.540734716009217964e-01,3.567377678764941940e-01,1.146984810509181218e-01,3.301668142382442328e-01,1.983969368343434792e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,5.631015317879897175e-01,3.515644267311003324e-01,1.927699692767213535e-01,3.496562101319156679e-01,1.060093938602626601e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.633726447065202647e-01,4.546691919522943826e-01,1.049585232040052413e-01,3.899827577739831685e-01,5.038952706971713824e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,5.776874068049342448e-01,3.424474823146169133e-01,2.047627516120998636e-01,3.782084143240815322e-01,7.458135174920182964e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,5.892910397180425308e-01,4.691248230649207041e-01,1.508144337108535682e-01,3.215026200251919763e-01,5.855812319903384855e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,6.041751389453707821e-01,3.887150163740394904e-01,1.142593518048473644e-01,4.286781718220086246e-01,6.834745999910447900e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,6.249694997966652732e-01,3.679106465069501564e-01,1.491987040726713010e-01,4.476180872284247769e-01,3.527256219195379350e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,6.591839501152230163e-01,4.309845199574159347e-01,1.375787450133170720e-01,3.980625750973263988e-01,3.337415993194060848e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,7.132980886539244114e-01,3.579773529098876361e-01,2.110421469204740511e-02,5.065743218361585809e-01,1.143441105619063536e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,7.906737156025485103e-01,2.782135660143756350e-01,8.683489463478801310e-03,5.713752558296508743e-01,1.417276886924946355e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
